address,preseason_external_tx,is_new_account,op_count_season2,funder_wallet_count,has_batch_funder,is_hf_by_80pct,bw_flag,ml_flag,fd_flag,hf_flag,any_flag
0x1f5c967843dbe6cf996038478149333774a0088f,2,0,43,0,0,1,0,0,0,1,1
0x689febfd1ea5af9e70b86d8a29362ec119c289b0,708,0,65,0,0,0,0,0,0,0,0
0x858bc5e9d9fac29c9256491385dc2d39090f635e,854,0,82,0,0,0,0,0,0,0,0
0xb538e084c48767a6440f237a0796da7d90050c75,0,1,0,0,0,0,0,0,0,0,0
0x8cbd107102a129938a1c1c50a795176f67912139,0,1,0,0,0,0,0,0,1,0,1
0x0582fc81f21686541623de723448c21e1e443522,94,0,82,0,0,0,0,0,0,0,0
0xec42c555c8757000036bf2be65ad2dccc9030593,373,0,21,0,0,0,0,0,0,0,0
0x9f38ae53e96ce7a9ad6f92fda1ef0393a27c4bde,0,1,0,0,0,0,0,1,0,0,1
0x9d72f197b9cef08b56a280dbbd495ae1c026e9aa,954,0,24,0,0,0,0,0,0,0,0
0xe80be291972d350501a0113e30219891543b3935,0,1,0,0,0,0,0,0,1,0,1
0x9f6ae0370d74f0e591c64cec4a8ae0d627817014,1000,0,215,0,0,0,0,0,0,0,0
0x6954196e60037905734bca52cd03ce994ff5ffd2,0,1,0,0,0,0,0,0,0,0,0
0x0358b2940f46ad8cba6c281109659fe498c34849,0,1,0,0,0,0,0,0,0,0,0
0x46c45799146f8d0a3b3edf2bd74b4dee22fdde00,0,1,0,0,0,0,0,0,0,0,0
0x4d26ba1c3114c9e2509bc31707752a592e5b238e,0,1,0,0,0,0,0,0,0,0,0
0x4c26b5b17cbb4aa1fdee5739c12f3d4459aad539,0,1,0,0,0,0,0,0,0,0,0
0xc5abbc1f673cfcc1bf7d3959777217ee09be612c,0,1,0,0,0,0,0,0,0,0,0
0x462c94aaa64fb020a561d8adc50fd972a06e4e3d,243,0,140,0,0,0,0,0,0,0,0
0x1845e3c7a3352fc78939ecd960c54a3b910ca093,0,1,12,0,0,1,0,0,0,1,1
0x212da6c4e86546f5b0bfd5066b7a7585e55aecaa,0,1,95,0,0,1,0,0,0,1,1
0x04cba99bf19958470d03be77fd1936c1ac73784d,1000,0,54,0,0,0,0,0,0,0,0
0xa01f3ba860ee63acecf8a362d2a4b4307e4274b7,0,1,0,0,0,0,0,0,0,0,0
0x8eeffbbff6cc917d333308c34df894e552975318,68,0,12,0,0,0,0,0,0,0,0
0x085427a0709aef22a892a80a2d123034e1e4d39d,0,1,0,0,0,0,0,0,0,0,0
0xd08119c706b3938e9b3188b54a2236e86e1a0d13,0,1,0,0,0,0,0,0,0,0,0
0xc8fe395cbaf41c78d4465f29b6b44139a95a1b2a,442,0,75,0,0,0,0,0,0,0,0
0x405d0e4dfd584c2631c093908f332d53e5ea8b6d,0,1,0,0,0,0,0,0,0,0,0
0x2f4ecbe61cc8b3850965387bb0f55bafb412efca,0,1,0,6,1,0,1,0,0,0,1
0xd801f7720e533810855739c4296f341da941cd08,190,0,76,0,0,0,0,0,0,0,0
0x08e80b373f714c8ca291af8208cb91002d5ef887,0,1,0,0,0,0,0,0,0,0,0
0xeda07dae666b1bd6ca5b13886a464a8af7b95d13,0,1,0,0,0,0,0,0,1,0,1
0x95d944ab6b4c53adcb9d71245923526143d54c3d,0,1,0,0,0,0,0,0,0,0,0
0x2fd3e45b90ea9d93d8973937a8317053e561bb5c,401,0,31,0,0,0,0,0,0,0,0
0x002cfce7088b9711d1df63e48ebc99c3c1b03c3d,987,0,11,0,0,0,0,0,0,0,0
0x637fd60cc34883cab05ac8b3548c31265a0072a8,0,1,0,0,0,0,0,0,1,0,1
0x530f3cca1e4be609fcb4a3f318729364ad56c5aa,0,1,0,0,0,0,0,0,0,0,0
0x6d580d6510ed2be961f06efc688d78da5159ad5a,0,1,20,0,0,1,0,0,1,1,1
0x48e5f5d962d75d6a2ef88b9b89a96189e8d018a7,0,1,0,0,0,0,0,0,0,0,0
0x18175aec3eb20af166bb7a78b71957f61596ada5,0,1,0,0,0,0,0,0,0,0,0
0xf596de113b75db5093afe4f92a70e821630b62f5,0,1,0,0,0,0,0,0,0,0,0
0x6d40c189e25101e320b5fb145dadff14fb81b462,0,1,0,0,0,0,0,0,1,0,1
0x1fff16b976f1f788944f4bd81bec50fe7391b8d8,0,1,0,0,0,0,0,0,0,0,0
0xea20674c0b70af148fdbf599af2285039e5daa45,0,1,0,0,0,0,0,0,0,0,0
0x1dcfb0db0d1a774da525f1200e2c549bf8a9dc70,0,1,0,0,0,0,0,0,0,0,0
0xe548789e1b6fd93e0e7c6f037c0fd3798e231adf,0,1,0,0,0,0,0,0,0,0,0
0x3c42780eaa55cdb0291f9150594acf5db6836e94,0,1,0,0,0,0,0,0,0,0,0
0x35566a5b3adb28dd3fbc64434c87af09382e7e83,0,1,0,0,0,0,0,0,0,0,0
0x1610634c1fcda56b9934d67f885b30dc73f938cb,806,0,15,0,0,0,0,0,0,0,0
0x4863d2d9545bab6ad2fc3de76e63d614458d129e,0,1,0,0,0,0,0,0,0,0,0
0x85bfc8562a2e88f34889c930d432bc5d868a24a3,0,1,14,0,0,1,0,0,1,1,1
0xd6208d782261c3df0015d15e4156ce80a32b6c22,0,1,0,0,0,0,0,0,0,0,0
0x138308323652edd886a1418a80ee5e74a1bc1503,0,1,0,0,0,0,0,0,0,0,0
0x48986c0ed1e324612b66e149f808efd1030723d6,0,1,0,0,0,0,0,0,0,0,0
0x94f515774fe20d95428f5c89bb943c49a02b76e8,0,1,0,0,0,0,0,0,0,0,0
0x98eb3d8823cab25681252cd1656392c0b2373c48,0,1,0,0,0,0,0,0,0,0,0
0x0e9a1e0eb8b1a7d8a6177005ff436fc6b29ae62d,1000,0,10,0,0,0,0,0,0,0,0
0x391bad155e8405a68d3453af209f68ba4e770386,0,1,0,0,0,0,0,0,0,0,0
0x9e362e52d7356e827c80c727e1c5520692a872b6,0,1,0,0,0,0,0,0,0,0,0
0x73d75211a39402e8093baf78239209b986075090,0,1,0,0,0,0,0,0,0,0,0
0x459de00c9c82e162fe1a99e5a1907eaf40a5d34b,41,0,14,0,0,0,0,0,0,0,0
0x5f308acdd6cb72b11907f6cc9e90f947c0686acd,5,0,18,0,0,0,0,0,0,0,0
0xe3ade98a4d5b18cb1b0d96cb6bfe0cf6ee2d68e2,0,1,0,0,0,0,0,0,0,0,0
0x6cd800709c8afd343e369c5af0ea6d8d088148a9,0,1,0,0,0,0,0,0,0,0,0
0x37a4d5f691ae46bdef3aa3615332f0d446d3b686,16,0,84,0,0,1,0,0,0,1,1
0x87e485cb631d7616256076a9cb64fff5c7baa468,1000,0,49,0,0,0,0,0,0,0,0
0x046a17bc96f6b637baa661152524a2a776eb96f1,0,1,0,0,0,0,0,0,0,0,0
0x4493016c5f16faa7c3c6681cf2d85b2131abb10b,0,1,0,0,0,0,0,0,0,0,0
0x32437c38b28b23deed09ba23ea46d18ec6d0c363,13,0,28,0,0,0,0,0,0,0,0
0xba7a9701a17577438ba4c6a678b533404cef3be0,0,1,0,0,0,0,0,0,0,0,0
0x76e4826f6638306960aabc69209ef6a5f471e8c2,0,1,0,0,0,0,0,0,0,0,0
0x6ef4873afc5f040ad886c23fe1cb81aea513963c,1000,0,38,0,0,0,0,0,1,0,1
0xf253399a131d11d33a2135887225fb040eea8f4b,0,1,0,0,0,0,0,0,1,0,1
0x442ddad80cc2870f276800a177351e0bc69aceb5,1000,0,345,0,0,0,0,0,0,0,0
0xa0103f901dad65ad806765fd7071d22da0073c02,0,1,0,0,0,0,0,0,0,0,0
0xc01c78fd32403b22c89dc1eeca293d6a500403bc,0,1,0,7,1,0,1,0,1,0,1
0x2d4eb91cddea03a2a55ccca343147eca764076e2,1000,0,54,0,0,0,0,0,0,0,0
0x741aaea52e2d9c815c6c0b9512e956d7094a2933,0,1,0,0,0,0,0,0,0,0,0
0xe121a0713577f1c4a1b9d8202d3697ba29dbda22,0,1,22,0,0,1,0,0,0,1,1
0x7519a9d0ce8a3747ddd820606fc7eacf39d8b82f,0,1,0,0,0,0,0,0,1,0,1
0xc053bb68c8820aa7cecf28b1c4a3615edd579623,0,1,0,0,0,0,0,0,0,0,0
0xde12c37c759ec23650b4a1697dafd2cb1db4fd87,0,1,0,0,0,0,0,0,0,0,0
0xfc9926f779acb36ac7b801df8c5ffcc9a2d34d13,0,1,218,0,0,1,0,0,0,1,1
0x75252963ce927940964a77938359948789719956,0,1,0,0,0,0,0,0,1,0,1
0x355f120fc0b2f56f44cf3264791b18db210e9922,4,0,35,0,0,1,0,0,0,1,1
0xdc9fe28e77d55c69ed89554f70bac0edc80f9242,0,1,0,0,0,0,0,0,0,0,0
0x0b27da84572d4eb58d82c496457fc692a419c92f,0,1,0,0,0,0,0,0,0,0,0
0x761d858964c7b7efb1167fb826eee21870793f08,512,0,12,0,0,0,0,0,0,0,0
0xa8fa4c58526473ffec5f6d63272092997df148a6,0,1,0,0,0,0,0,0,1,0,1
0x8f24f4fcbae111d597858c17067b4cd3843c9618,393,0,24,0,0,0,0,0,0,0,0
0xda37896e56f12d640230a9e5115756a5cda9a581,0,1,0,0,0,0,0,0,0,0,0
0xb1dd19b9769a9cf5a141953719b0257a6373521f,0,1,0,0,0,0,0,0,0,0,0
0x5fdd17151f202db4275d9d5bc7f6b93b09951f20,237,0,16,0,0,0,0,0,0,0,0
0x837feb64c896659f9249e2195b033b395c200798,0,1,0,0,0,0,0,0,0,0,0
0x235010205b0ffa66a5b9c1b5302b8b8bc9398b19,0,1,0,0,0,0,0,0,1,0,1
0x2c00642e7a9a7cfa1295d094661c3c7fdfb9d65f,0,1,0,0,0,0,0,0,1,0,1
0xd3b8372124d6242ee37211ac492952f35409959d,0,1,0,0,0,0,0,0,1,0,1
0xa3e7080600ed0af1ba6098cee1b012f8bcddcf4b,0,1,0,0,0,0,0,0,0,0,0
0xd401cd10386e82e313f1976eb9ac5a248033ac9c,0,1,61,0,0,1,0,0,0,1,1
0xc71187db78903d6b93ddcecbb5456e4782b1767a,0,1,0,0,0,0,0,0,1,0,1
0x6477241521a5be59be822351374ba7e680243f93,0,1,0,0,0,0,0,0,0,0,0
0x136d90cf8ab90fa65abb9065524645e7761d3491,0,1,0,0,0,0,0,0,0,0,0
0x3df37474ffb9969857cefe902b35658ba925d00f,0,1,0,0,0,0,0,0,0,0,0
0x6d1e933c00b1cf273a382d0a19f5468ab69714b2,0,1,0,6,1,0,1,0,0,0,1
0xe93fd70ddb5875ee1aa86723a709177693179e8e,0,1,0,0,0,0,0,0,0,0,0
0xe713794d7e3083687b93b64d5e5b15c84dc6dbd5,1000,0,52,0,0,0,0,0,0,0,0
0xdb912fab7ab5fd40f17fd470573b3b999c62232c,1000,0,19,0,0,0,0,0,0,0,0
0x80d70642e1ed8fc82823c25038267c0f30fbaf0c,403,0,32,0,0,0,0,0,0,0,0
0xd6e56bf63d76fd26100c7931a35a775726b1f40d,595,0,25,0,0,0,0,0,0,0,0
0xed076561823c6797680e1167ea0f33c71a9098a5,0,1,0,0,0,0,0,0,0,0,0
0xb67b3d7b48c457e32385c7bafe033b08fa8f334a,0,1,0,0,0,0,0,0,0,0,0
0x44eb189eaf8fef9fc518e99344e70d327cf8e83f,0,1,0,0,0,0,0,0,0,0,0
0x24aa34ac9614ecc6905424c95c9fc5a0273d638e,0,1,0,0,0,0,0,0,0,0,0
0x329c787b163a730bd7900df2beb3ff4fe4670375,0,1,0,0,0,0,0,0,0,0,0
0x3f2e75bc2e9be04b76a2f18b40988ff516e24f03,0,1,0,0,0,0,0,0,0,0,0
0xb6bc19dcd9f8f98976ef00fe15eaeeaa0f2a2825,0,1,0,0,0,0,0,0,0,0,0
0x52707d6ea2dd02ec7cc47e07082b1ff594801412,0,1,0,0,0,0,0,0,1,0,1
0x825035e9a485e9829abf826e6456a89042fdad04,1000,0,26,0,0,0,0,0,0,0,0
0x054afa32176144b7e0ad914e8de7e890916c066e,0,1,0,0,0,0,0,0,0,0,0
0xccc672b905d578c2e9ba43d9d92abc61eae614e1,0,1,0,0,0,0,0,0,0,0,0
0x99e7e4692c33422819d1e36eabfca8c33185aad7,0,1,0,0,0,0,0,0,0,0,0
0x6a4045b1babc6e9a1476cc26a1046704c7b83cbb,21,0,10,0,0,0,0,0,0,0,0
0xbf274aabd8716a9a322fc4464259c310f4d0b840,0,1,0,0,0,0,0,0,0,0,0
0x0b99a7075fc6f4fbaebd1e3510c60808ece9f4c0,0,1,0,0,0,0,0,0,1,0,1
0x5bedb9331ba476e786f85849307d1164c3e37f84,834,0,75,0,0,0,0,0,0,0,0
0x753dcd2e10a9b3a7abd62cc34b85ed6497b462d2,0,1,0,0,0,0,0,0,0,0,0
